name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Pontefract cakes,HBG-JR-092-01,FALSE,1,0.01,0.004,919,0,,,,,Small tablets of liquorice with embossed design.,Pontefract cakes only Ł1.00/100g. Traditional sweets and more at Humbugs Confectionery  Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,"Treacle, Glucose Syrup, Cornflour, Invert Sugar Syrup, Wheat Flour, Liquorice Extract, Modified Potato Starch, Vegetable Oil, Aniseed Oil, Glazing Agent (Carnauba Wax)",,,,,
Pop ‘N’ Dip (Apple),HBG-SI-069-01,FALSE,0,0.3,0.12,,,120,70,10,0,Apple flavoured lollipop with popping candy.,Apple Pop n' Dip only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"Sugar, Glucose Syrup, Carbon Dioxide, Lactose, Flavouring, Colours: E192, E102, E133, E129, E102",,,,,
Pop ‘N’ Dip (Blackcurrant),HBG-SI-069-02,FALSE,0,0.3,0.12,,,120,70,10,0,Blackcurrant flavoured lollipop with popping candy.,Blackcurrant Pop n' Dip only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"Sugar, Glucose Syrup, Carbon Dioxide, Lactose, Flavouring, Colours: E192, E102, E133, E129, E102",,,,,
Pop ‘N’ Dip (Strawberry),HBG-SI-069-03,FALSE,0,0.3,0.12,,,120,70,10,0,Strawberry flavoured lollipop with popping candy.,Strawberry Pop n' Dip only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,"Sugar, Glucose Syrup, Carbon Dioxide, Lactose, Flavouring, Colours: E192, E102, E133, E129, E102",,,,,
Prestige,HBG-NV-034-01,FALSE,3,0.0399,0.01596,,,,,,19,Marzipan.,Prestige chocolates only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Pus Ball,HBG-SI-070-01,FALSE,0,0.1,0.04,,,60,45,20,0,Fruit flavoured bubblegum with a liquid centre.,Pus Ball sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,"Sucrose, Dextrose, Glucose Syrup, Gum Base, Glycerin, Malic Acid, Flavourings, Modified Starch, Colours: E100, E120, E171. Glazing Agents: Carnauba Wax, Shellac, Antioxidant E321",,,,,
Rainblo,HBG-SI-071-01,FALSE,0,0.1,0.04,,,0,0,0,0,,Rainblo sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,"Dextrose, Sucrose, Gum Base, Glucose Syrup, Citric Acid, Flavourings, Colours: E101, E141, E160E, E163. Glazing Agent: Carnuba Wax, Shellac, Antioxidant E321",,,,,
Rainbow Drops ( Large),HBG-SI-072-02,FALSE,0,0.38,0.152,,,190,120,10,0,Large bag of sugar-coated cereal-type puffed maize and rice confectionery.,Large Rainbow Drops only 38p. Traditional sweets and more at humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Maize Starch, Rice, Glucose Syrup. Colours: Beetroot, Carmine Extract, Copper Chlorophyll, Lutein, Paprika Extract",,,,,
Rainbow Drops ( Small),HBG-SI-072-01,FALSE,0,0.1,0.04,,,140,75,15,0,Small bag of sugar-coated cereal-type puffed maize and rice confectionery.,Small Rainbow Drops only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sugar, Maize Starch, Rice, Glucose Syrup. Colours: Beetroot, Carmine Extract, Copper Chlorophyll, Lutein, Paprika Extract",,,,,
Rainbow Dust,HBG-PM-046-01,FALSE,2,0.05,0.02,919,0,,,,0,To make your tongue tingle! Fruit flavour sherbet candy filled straws with a variety of colours to choose from.,Rainbow Dust sweets only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Red Eyes Skulls,HBG-PM-047-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Red Eyes Skulls sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Refresher Bar (Original),HBG-SI-073-01,FALSE,0,0.2,0.08,,,175,25,5,17,Lemon flavoured chew bar with a sherbet centre.,Refresher Original bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Swizzels Matlow,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulator, Citric Acid, Gelatine, Stearic Acid, Modified Starch, Flavourings, Emulsifier (Glycerol Mono Stearate), Anti-Caking Agent (Magnesium Carbonate), Magnesium Stearate, Natural Colour",,,,,
Refresher Bar (Strawberry),HBG-SI-073-02,FALSE,0,0.2,0.08,,,175,25,5,17,Strawberry flavoured chew bar with a sherbet centre.,Refresher Strawberry bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Swizzels Matlow,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,"Glucose Syrup, Sugar, Vegetable Opil, Acidity Regulators (Tartaric Acid, Citric Acid), Gelatine, Stearic Acid, Modified Starch, Flavourings, Emulsifier (Glycerol Mono Stearate), Magnesium Stearate, Natural Colour",,,,,
Refresher Bar (Swizzleberry),HBG-SI-073-03,FALSE,0,0.2,0.08,,,175,25,5,17,Fruit flavoured chew bar with a sherbet centre.,Refresher Swizzleberry bar only 20p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Swizzels Matlow,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulator, Citric Acid, Gelling Agent, Gelatine, Stearic Acid, Modified Starch, Flavourings, Emulsifier, Glycerol Mono Saturate, Anti-Caking Agent, Magnesium Carbonate, Magnesium Stearate, Colour, Anthocyanin",,,,,
Refresher Sweets,HBG-SI-074-01,FALSE,0,0.45,0.18,,,112,20,19,36,Hard fizzy sweets.,Refresher Sweets only 45p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Barratt,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,"Sugar, Malic Acid, Sodium Bicarbonate, Releasre Agent (Magnesium Stearate), Maltose Syrup, Vegetable Fat, Maltodextrin, Natural Flavourings, Natural Colours",36,130,0,30.5,0.5
Refreshers Lemonade Chews,HBG-SI-075-01,FALSE,0,0.25,0.1,,,50,20,5,0,Lemon flavoured chews with a sherbet centre.,Refreshers Lemonade Chews only 25p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Swizzels Matlow,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulator, Citric Acid, Gelling Agent, Citric Acid, Modified Starch, Emulsifier, Glycerol Monostearate, Anti-Caking Agent, Magnesium Stearate, Flavourings, Colour: Lutein",,,,,
Rhapsody,HBG-NV-035-01,FALSE,3,0.0399,0.01596,,,,,,14,Creamy raspberry flavoured centre with a layer of raspberry jam.,Rhapsody chocolates only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,
Rhubarb and Custard (Boiled),HBG-JR-093-01,TRUE,1,0.01,0.0065,919,716,,,,,Hard boiled rhubarb and custard flavoured sweets,Boiled Rhubarb & Custard only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,"Sugar, Glucose, Citric Acid, Flavouring, Colours: E104, E122",,,,,
Rhubarb And Custard (Pick'n'Mix),HBG-PM-048-01,FALSE,2,0.01,0.0065,919,0,,,,0,,Rhubarb And Custard sweets only 1p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Rhubarb and Custard (Sugared),HBG-JR-093-02,FALSE,1,0.01,0.0065,919,0,,,,,Hard boiled rhubarb and custard flavoured sweets with a sugar coating.,Sugared Rhubarb & Custard only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,1,1,1,,1,"Sugar, Glucose Syrup, Citric Acid, Colours: Beetroot, Carotene",,,,,
Ring Pop,HBG-SI-076-01,FALSE,0,0.5,0.2,,,0,0,0,0,,Ring Pop only 50p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Root Liquorice Stick,HBG-SI-077-01,FALSE,0,0.3,0.12,,,180,10,10,0,A Liquorice root to chew.,Root Liquorice Stick sweets only 30p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,Liquorice Wood,,,,,
Rosy Apples (Unwrapped),HBG-JR-095-02,TRUE,1,0.01,0.004,919,772,,,,,Hard boiled apple flavoured sweets.,Rosy Apples sweets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,1,,1,,,,,,
Rosy Apples (Wrapped),HBG-JR-095-01,TRUE,1,0.01,0.004,919,772,,,,,Hard boiled apple flavoured sweets that are individually wrapped.,Wrapped Rosy Apples sweets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,1,,1,"Sugar, Glucose, Citric Acid, Flavouring, Colours: E104, E122, E142",,,,,
Rum And Butter Toffees,HBG-JR-096-01,TRUE,1,0.012,0.0048,919,505,,,,,"Sugar free rum and butter flavoured toffees, individually wrapped.",Sugar Free Rum & Butter Toffees only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,1,"Sweetener: Maltitol Syrup, Isomalt; Vegetable Oil, Whole Milk Powder, Butter, Emulsifier: Soy Lecithin; Flavours",,,,,
Salted Caramel,HBG-NV-036-01,FALSE,3,0.0399,0.01596,,,,,,,"A recent addition to our collection, this sumptuous caramel is delicately salted and enveloped in smooth, milk chocolate and are ideal as a gift or an indulgent treat for yourself!",Salted Caramel chocolates only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,
"Sebahat Turkish Delight (Lemon, Strawberry & Orange)",HBG-NV-037-01,FALSE,0,4.49,1.796,,,0,0,0,400,"Lemon, orange and strawberry Turkish Delight in embossed gold box.",Sebahat Turkish Delight only Ł4.49. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Sebahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Wheat Starch, Acidifier: Citric Acid, E330, Flavourings: Orange, Lemon, Strawberry, Colourings: E120, E141, E160B",,,,,
Sebahat Turkish Delight (Mixed Nuts),HBG-NV-037-02,FALSE,0,7.99,3.196,,,0,0,0,400,Mixed nuts Turkish Delight in deluxe wooden box.,,Sebahat,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"Sugar, Wheat Starch, Hazelnuts, Pistachios, Almonds, Acidifier: Citric Acid, E330",,,,,
"Sebahat Turkish Delight (Rose, Lemon & Orange)",HBG-NV-037-03,FALSE,0,6.99,2.796,,,0,0,0,500,"Rose, lemon and orange Turkish Delight in deluxe wooden box.",,Sebahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Sherbets (Lemon - Sugar Free),HBG-JR-097-03,TRUE,1,0.012,0.0048,919,511,,,,,"Sugar free, hard boiled lemon flavoured sweets with a sherbet centre.",Sugar Free Lemon Sherbets only Ł1/100g. Traditional sweets and more only Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,"Isomalt, Citric Acid, Maltitol, Bicarbonate of Soda, Colours: E100, Flavours: Lemon Oil",,,,,
Sherbets (Lemon),HBG-JR-097-01,TRUE,1,0.01,0.004,919,547,,,,,Hard boiled lemon flavoured sweets with a sherbet centre.,Lemon Sherbets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,"Sugar, Glucose, Dextrose, Sodium Bicarbonate, Citric Acid, Flavour, Colour: E104; Calcium Stearate",,,,,
Sherbets (Strawberry - Sugar Free),HBG-JR-097-04,FALSE,1,0.012,0.0048,919,0,,,,,"Sugar free, hard boiled strawberry flavoured sweets with a sherbet centre.",Sugar Free Strawberry Sherbets only Ł1/100g. Traditional sweets and more only Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,,1,"Sweetener: Isomalt; Citric Acid, Maltitol Powder, Bicarbonate of Soda, Lemon Oil, Natural Colour: E100",,,,,
Sherbets (Strawberry),HBG-JR-097-02,TRUE,1,0.01,0.004,919,828,,,,,Hard boiled strawberry flavoured sweets with a sherbet centre.,Strawberry Sherbets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,
Shrimps,HBG-PM-049-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Shrimps sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Skulls,HBG-PM-050-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Skulls sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Smarties,HBG-CB-012-01,FALSE,0,0,0,,,110,35,25,0,Chocolate coated in a crisp coloured sugar shell.,Smarties sweets only . Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Nestle,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,"Sugar, Cocoa Mass, Lactose, Milk Proteins, Wheat Flour, Butterfat, Cocoa Butter, Skimmed Milk Powder, Rice Starch, Soya Lecithin (E322), Safflower, Radish, Black Carrot, Lemon, Hibiscus, Red Cabbage, Spirulina Concentrate, Orange Extract, Carnauba Wax (E903), Beeswax, Inverted Sugar Syrup",56,256,2.2,45,7.6
Snowies,HBG-PM-051-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Snowies sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
Sour Apples,HBG-PM-052-01,FALSE,1,0.0095,0.0038,919,765,,,,,,Sour Apples sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Sour Dummies,HBG-PM-053-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Sour Dummies sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Spearmint Chews,HBG-JR-098-01,FALSE,1,0.01,0.004,919,615,,,,,Spearmint flavoured chews.,Spearmint Chews only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,"Glucose Syrup, Sugar, Vegetable Oil, Emulsifier: Glycerol Mono Stearate, Flavours: Spearmint Oil",,,,,
Sports Balls,HBG-PM-054-01,FALSE,1,0.0095,0.0038,919,0,,,,,,Sports Balls sweets only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Starburst,HBG-SI-079-01,FALSE,0,0.5,0.2,,,150,20,20,0,Wrapped fruit flavoured chews.,Starburst sweets only 50p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,"Glucose Syrup, Sugar, Palm Fat, Citric Acid, Concentrated Fruit Juices (0.6%) (Pear, Cherry, Lime, Strawberry, Raspberry), Maltodextrin, Modified Starch, Dextrin, Flavourings, Dextrose, Emulsifier Soybean Lecithin, Colour Anthocyanins",,,,,
Stem Ginger,HBG-JR-099-01,FALSE,1,0.015,0.006,919,727,,,,,Pieces of crystallised stem ginger.,Stem Ginger only Ł1.50/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Sultans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,"Stem Ginger, Sugar ",,,,,
Stinger Bar,HBG-SI-080-01,FALSE,0,0.15,0.06,,,170,25,3,0,Lemon and lime flavoured chew bar.,Stinger Bar only 15p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,"Glucose Syrup, Sugar, Vegetable Oil, Acidity Regulators: Citric Acid, Tartaric Acid, Gelatine, Stearic Acid, Modified Starch, Flavourings, Emulsifier (Glycerol Mono Stearate, Magnesium Stearate), Natural Colours",,,,,
Strawberries,HBG-JR-100-01,FALSE,1,0.012,0.0048,919,894,,,,,,Sugar Free Strawberries only Ł1.20/100g. Traditional sweets and more only Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,
Strawberries & Cream Sweets,HBG-JR-101-01,FALSE,1,0.012,0.0048,919,551,,,,,Boiled strawberry and cream flavoured sweets.,Strawberries & Cream Sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,1,1,,1,"Sweetener: Isomalt; Citric Acid, Flavouring, Natural Colour: E162",,,,,
Strawberry Gum,HBG-SI-081-01,FALSE,0,0.05,0.02,,,95,25,10,0,,Strawberry Gum only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,"Sugar, Gum Base, Glucose Syrup, Flavourings, Citric Acid, Humectant Glycerine (Non-Animal), Emulsifier Soybean Lecithin, Colour E129, Antioxidant BHA",,,,,
Strawberry Planks,HBG-PM-055-01,FALSE,2,0.01,0.004,919,0,,,,0,,Strawberry Planks sweets only 1p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Sugar Free Spearmint Chunks,HBG-JR-103-01,FALSE,1,0.012,0.0048,919,0,,,,,,Sugar Free Spearmint Chunks only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,,,,
Sugar Free Superfruits,HBG-JR-104-01,FALSE,1,0.012,0.0048,919,0,,,,,,Sugar Free Superfruits only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,,1,,1,"Isomalt, Citric Acid, Colours: E100, E153, E162, E160C",,,,,
Sugared Almonds,HBG-JR-102-01,TRUE,1,0.014,0.0056,919,820,,,,,Almonds coated with sugar.,Sugared Almonds only Ł1.40/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,,1,1,1,"Isomalt, Almonds (17%), Maize Starch, Modified Tapioca Starch, Colours: E120, E132, E160A",,,,,
Super Fruits,HBG-JR-054-01,FALSE,1,0.012,0.0048,919,863,,,,,,Super Fruits sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,1,,,,,,
Sweet Peanuts,HBG-JR-105-01,FALSE,1,0.01,0.004,919,0,,,,,A crisp sweet peanut-flavoured boiled sweet in the shape of a real peanut shell.,Sweet Peanuts only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,"Glucose Syrup, Sugar, Butter, Vegetable Oil, Colours: Caramel, Curcumin",,,,,
Sweet Tobacco,HBG-JR-106-01,FALSE,1,0.0135,0.0054,919,0,,,,,Sweet coconut strips dusted in chocolate powder.,Sweet Tobacco only Ł1.35/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,1,1,"Coconut, Sugar, Cocoa Powder, Glucose Syrup",,,,,
Tango Fizz,HBG-SI-082-01,FALSE,0,0.1,0.04,,,110,30,3,0,Tango flavoured popping candy.,Tango Fizz sweets only 10p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,
